Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",2291006,https://open.spotify.com/track/1OmcAT5Y8eg5bUPv9qJT4R
2,"Bodak Yellow","Cardi B",1196271,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
3,1-800-273-8255,Logic,1112734,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
4,"Bank Account","21 Savage",1018626,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
5,"XO TOUR Llif3","Lil Uzi Vert",866104,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
6,"Sorry Not Sorry","Demi Lovato",803058,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
7,"Young Dumb & Broke",Khalid,797132,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
8,Unforgettable,"French Montana",788079,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
9,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",732385,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
10,Congratulations,"Post Malone",712289,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
11,"Jocelyn Flores",XXXTENTACION,700785,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
12,Havana,"Camila Cabello",686942,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
13,HUMBLE.,"Kendrick Lamar",682538,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
14,"I Fall Apart","Post Malone",681528,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
15,Silence,Marshmello,675389,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
16,"Too Good At Goodbyes - Edit","Sam Smith",643069,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y
17,"Look What You Made Me Do","Taylor Swift",616823,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR
18,"Rake It Up","Yo Gotti",608350,https://open.spotify.com/track/6c7D34787LOtPm8tzhsLgH
19,"Mi Gente (feat. Beyoncé)","J Balvin",608073,https://open.spotify.com/track/7fwXWKdDNI5IutOMc5OKYw
20,"I Get The Bag (feat. Migos)","Gucci Mane",580860,https://open.spotify.com/track/1HTtUBEY3tuw2btgwwI2Ja
21,"Butterfly Effect","Travis Scott",579956,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
22,"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",575097,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI
23,"New Rules","Dua Lipa",545472,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
24,Thunder,"Imagine Dragons",542585,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
25,"Gucci Gang","Lil Pump",542213,https://open.spotify.com/track/6foxplXS0YEq8cO374Lty4
26,"Feel It Still","Portugal. The Man",540785,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
27,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",537171,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
28,"What Lovers Do (feat. SZA)","Maroon 5",534973,https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt
29,Location,Khalid,526102,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
30,goosebumps,"Travis Scott",521830,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
31,"Love Galore",SZA,515631,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs
32,"Mi Gente","J Balvin",492887,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
33,"Dusk Till Dawn - Radio Edit",ZAYN,491209,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
34,"Glorious (feat. Skylar Grey)",Macklemore,491035,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
35,"Strip That Down","Liam Payne",488054,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
36,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,475526,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
37,"Slippery (feat. Gucci Mane)",Migos,462627,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE
38,Transportin',"Kodak Black",453447,https://open.spotify.com/track/1WIZiOuNO3woKfdlSK2gNn
39,"The Race",Tay-K,447894,https://open.spotify.com/track/5RCfvwDewu6p2x1mEI6smX
40,"Despacito - Remix","Luis Fonsi",439454,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
41,Believer,"Imagine Dragons",439212,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
42,"...Ready For It?","Taylor Swift",430244,https://open.spotify.com/track/19WjVVgXjdKXfLXoaDPwTM
43,Magnolia,"Playboi Carti",426078,https://open.spotify.com/track/1e1JKLEDKP7hEQzJfNAgPl
44,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",425188,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
45,"Friends (with BloodPop®)","Justin Bieber",424573,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
46,"Wild Thoughts","DJ Khaled",419196,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
47,Perfect,"Ed Sheeran",411867,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
48,DNA.,"Kendrick Lamar",385530,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
49,"It's A Vibe","2 Chainz",385412,https://open.spotify.com/track/6H0AwSQ20mo62jGlPGB8S6
50,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",381934,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
51,Redbone,"Childish Gambino",365361,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
52,"I'm the One","DJ Khaled",359431,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
53,"I Like Me Better",Lauv,357012,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
54,Attention,"Charlie Puth",355533,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
55,"do re mi (feat. Gucci Mane)",blackbear,354944,https://open.spotify.com/track/53mrVsi49rLHIaKBiSvElG
56,"Mask Off",Future,354622,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
57,"Go Flex","Post Malone",353869,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
58,"LOVE. FEAT. ZACARI.","Kendrick Lamar",348656,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
59,"Sauce It Up","Lil Uzi Vert",345451,https://open.spotify.com/track/1uL78kFWxhz3umTMWJu8n5
60,"Body Like A Back Road","Sam Hunt",344327,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
61,"Relationship (feat. Future)","Young Thug",343831,https://open.spotify.com/track/25oOaleife6E2MIKmFkPvg
62,Feels,"Calvin Harris",339276,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
63,"Plain Jane","A$AP Ferg",330977,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
64,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",329461,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
65,wokeuplikethis*,"Playboi Carti",324735,https://open.spotify.com/track/59J5nzL1KniFHnU120dQzt
66,"Everybody Dies In Their Nightmares",XXXTENTACION,323425,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
67,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Lorde,323336,https://open.spotify.com/track/7rdUtXasA973gmrr2Xxh3E
68,"Shape of You","Ed Sheeran",322559,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
69,Unforgettable,"Thomas Rhett",317179,https://open.spotify.com/track/30MM5jWpUmOxtTNd9Ey5LZ
70,"Say A'","A Boogie Wit da Hoodie",316578,https://open.spotify.com/track/3AMnOVxEHUgVrythGgqPhI
71,"Candy Paint","Post Malone",316126,https://open.spotify.com/track/4wdZdkEugVVorAfzqRqC6N
72,"Bad At Love",Halsey,311156,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl
73,"White Iverson","Post Malone",307338,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
74,"Slow Hands","Niall Horan",301399,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh
75,"iSpy (feat. Lil Yachty)",KYLE,296363,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL
76,"LOYALTY. FEAT. RIHANNA.","Kendrick Lamar",295337,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n
77,Questions,"Chris Brown",294541,https://open.spotify.com/track/5XQMr19TL7Mfksq9zihbOu
78,"That's What I Like","Bruno Mars",280960,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
79,"Perplexing Pegasus","Rae Sremmurd",280835,https://open.spotify.com/track/2nYwV62UABTH0NanrwVIdQ
80,Praying,Kesha,279172,https://open.spotify.com/track/0jdny0dhgjUwoIp5GkqEaA
81,"Tunnel Vision","Kodak Black",274190,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4
82,"There's Nothing Holdin' Me Back","Shawn Mendes",269894,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
83,DNA,BTS,268871,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
84,"Would You Ever",Skrillex,264680,https://open.spotify.com/track/57p8CBvPOxrvyCbn6ttl5r
85,"Say You Won't Let Go","James Arthur",264623,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
86,"No Limit",G-Eazy,264355,https://open.spotify.com/track/2Xqd0wUttjueBfdcltADOv
87,Passionfruit,Drake,261935,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
88,"Bounce Back","Big Sean",261087,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF
89,"Bad and Boujee (feat. Lil Uzi Vert)",Migos,259893,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR
90,"Look At Me!",XXXTENTACION,259767,https://open.spotify.com/track/4ARPvK8DHLwt4oX65ZAFMw
91,"Undefeated (feat. 21 Savage)","A Boogie Wit da Hoodie",258467,https://open.spotify.com/track/2vaMWMPMgsWX4fwJiKmdWm
92,"Curve (feat. The Weeknd)","Gucci Mane",258231,https://open.spotify.com/track/1tp1xMJ1uaOktksskS0Fzs
93,"The Last Of The Real Ones","Fall Out Boy",254244,https://open.spotify.com/track/7cQMJ0wDqVS5iM0JIvP6Ay
94,"What About Us",P!nk,251959,https://open.spotify.com/track/31MkGwj0SWgZaTvEt5Hgxv
95,"Good Old Days (feat. Kesha)",Macklemore,246729,https://open.spotify.com/track/2Za1AlJNvksouPPWbXpR2X
96,T-Shirt,Migos,245806,https://open.spotify.com/track/7KOlJ92bu51cltsD9KU5I7
97,"The Weekend",SZA,243323,https://open.spotify.com/track/6gU9OKjOE7ghfEd55oRO57
98,Stargazing,Kygo,243041,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
99,"4 AM","2 Chainz",242663,https://open.spotify.com/track/1nX9KhK3Fff27SnrIor2Yb
100,"What Ifs","Kane Brown",242017,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W
101,OMG,"Camila Cabello",240858,https://open.spotify.com/track/4xBjsLUSjcx2h7PcRikpQp
102,"Too Much To Ask","Niall Horan",239014,https://open.spotify.com/track/3hRZsdTF5uyGA2uhNqEuhm
103,Portland,Drake,238556,https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h
104,"do re mi",blackbear,238511,https://open.spotify.com/track/3Q3myFA7q4Op95DOpHplaY
105,"Ex Calling",6LACK,237902,https://open.spotify.com/track/2RwmsAOxtiRezQPmvyejb8
106,"Losin Control",Russ,228241,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d
107,"Beast Mode (feat. PnB Rock & YoungBoy Never Broke Again)","A Boogie Wit da Hoodie",227387,https://open.spotify.com/track/1AH60dMaEfNjzDoUIFwIQi
108,"Something Just Like This","The Chainsmokers",227153,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
109,Swang,"Rae Sremmurd",225057,https://open.spotify.com/track/6mapJIPnQ23RTAevUoE0DL
110,"New Freezer (feat. Kendrick Lamar)","Rich The Kid",224607,https://open.spotify.com/track/4pYZLpX23Vx8rwDpJCpPTA
111,Slide,"Calvin Harris",223281,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
112,"X (feat. Future)","21 Savage",222602,https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO
113,"First Day Out","Tee Grizzley",222174,https://open.spotify.com/track/3muBQDekYAg7jm6hDu6R0Z
114,"Small Town Boy","Dustin Lynch",220751,https://open.spotify.com/track/2YMhrXQYKkm4kXLcXKKd5z
115,"Broccoli (feat. Lil Yachty)",DRAM,220242,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol
116,"beibs in the trap","Travis Scott",219777,https://open.spotify.com/track/0ESJlaM8CE1jRWaNtwSNj8
117,Malibu,"Miley Cyrus",216694,https://open.spotify.com/track/1UZOjK1BwmwWU14Erba9CZ
118,"Stay (with Alessia Cara)",Zedd,216604,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
119,Starboy,"The Weeknd",214831,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
120,"A Different Way (with Lauv)","DJ Snake",214411,https://open.spotify.com/track/0Wv5wuenRLI3BcwgT3HPIP
